position;time;model;response;gpu;diff_time;norm_time
40;6.604230880737305;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.014315366744995117;0.057815307176270335
45;6.785541534423828;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.18131065368652344;0.059772717250151944
47;6.803137540817261;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.017596006393432617;0.05996268181910738
46;6.814100027084351;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.010962486267089844;0.06008103162711751
48;6.845668077468872;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.031568050384521484;0.060421836861553974
49;6.907011032104492;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.06134295463562012;0.06108408872003012
50;6.949514150619507;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.04250311851501465;0.061542947759259635
51;7.085293292999268;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.13577914237976074;0.0630088045951004
53;7.12179160118103;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.036498308181762695;0.06340283635584922
52;7.136131525039673;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.014339923858642578;0.06355764861232109
56;7.245274066925049;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.10914254188537598;0.06473593960974282
54;7.278246164321899;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.032972097396850586;0.06509190278283461
57;7.2867591381073;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.00851297378540039;0.06518380792082525
55;7.287617206573486;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.0008580684661865234;0.06519307153454922
58;7.31478214263916;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.027164936065673828;0.06548634122626426
59;7.653088331222534;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.338306188583374;0.06913865799930123
60;7.763242959976196;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.11015462875366211;0.0703278753763446
61;7.99749231338501;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.23424935340881348;0.07285680588781594
62;8.138041973114014;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.1405496597290039;0.07437416470948696
63;8.2579185962677;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.11987662315368652;0.07566833967942352
64;8.268352508544922;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.01043391227722168;0.07578098306019662
65;8.527325630187988;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.2589731216430664;0.07857682868129916
66;8.647298336029053;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.11997270584106445;0.079872040949466
67;8.821202278137207;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.1739039421081543;0.08174948897168073
68;8.907382249832153;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.08617997169494629;0.08267987856177164
69;8.947276830673218;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.03989458084106445;0.08311057611232263
71;8.969881057739258;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.02260422706604004;0.08335460888630332
70;9.000394105911255;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.03051304817199707;0.0836840244317349
72;9.046743154525757;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.04634904861450195;0.08418440371352663
73;9.192570209503174;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.145827054977417;0.08575873671963227
74;9.2864031791687;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.09383296966552557;0.08677174724246169
76;9.306368112564089;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.019964933395389295;0.08698728648937255
77;9.316205739974976;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.009837627410886896;0.08709349244365948
75;9.372440338134766;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.05623459815979004;0.0877005950418828
79;9.52062726020813;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.14818692207336426;0.08930040491618513
78;9.547544240951538;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.026916980743408203;0.0895909977092414
80;9.612817525863647;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.06527328491210938;0.09029568098540017
81;9.75213360786438;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.13931608200073242;0.09179972223624376
82;10.02277159690857;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.27063798904418945;0.0947215004955956
83;10.072332620620728;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.0495610237121582;0.09525655591078258
84;10.228107213974;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.15577459335327326;0.09693828145798451
85;10.396670818328856;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.16856360435485485;0.09875807577533581
86;10.461792707443236;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.06512188911437988;0.09946112459894811
88;10.732717990875244;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.2709252834320086;0.10238600445722675
87;10.765390157699583;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.032672166824339044;0.10273872961251779
89;11.7179434299469;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.9525532722473162;0.11302239101406715
91;11.92511224746704;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.20716881752013983;0.11525896300894382
90;11.94288182258606;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.01776957511902033;0.11545080140696043
93;12.58860206604004;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.6457202434539813;0.1224219268413841
92;12.703611373901367;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.11500930786132635;0.12366355480543707
95;13.171736001968384;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.4681246280670166;0.12871737731492244
94;13.21649932861328;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.044763326644895685;0.1292006373150031
96;13.37842297554016;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.16192364692687988;0.13094874737500162
97;14.858326196670532;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;1.4799032211303729;0.14692562140039014
98;42.51526069641113;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;27.6569344997406;0.4455068746348205
99;93.87675738334656;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;51.361496686935425;1.0
0;8.666459560394287;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.0;0.0
1;11.12376594543457;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.457306385040283;0.012839893729921637
2;14.425970554351808;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.302204608917238;0.030094541547173656
3;14.589589834213257;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.16361927986144842;0.030949483437357556
4;16.471341609954834;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.8817517757415771;0.04078199474881011
6;19.78977918624878;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.3184375762939453;0.05812146291134227
5;19.79747200012207;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.007692813873291016;0.058161659328532435
7;20.07704162597656;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.27956962585448863;0.05962246385333195
8;22.33714485168457;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.2601032257080114;0.07143193352850566
9;25.280531406402588;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.9433865547180176;0.08681168869405453
10;25.57606029510498;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.2955288887023926;0.08835588340585819
11;26.30531883239746;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.7292585372924805;0.09216639811313188
12;27.36289668083191;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.0575778484344482;0.09769244373271174
13;28.228758573532104;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8658618927001953;0.10221673698110008
14;29.043211698532104;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.814453125;0.10647240963008933
15;32.17184591293335;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.128634214401245;0.12282011908840758
16;34.02685523033142;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.8550093173980713;0.13251289596328444
17;34.06038451194763;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.03352928161621094;0.13268809284366276
18;35.3987410068512;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.3383564949035716;0.13968126035094963
19;37.17754936218262;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.7788083553314138;0.1489758726904596
20;38.08345246315002;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.9059031009674001;0.15370938887584043
21;38.94728541374207;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8638329505920552;0.15822308051540568
22;39.1183168888092;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.17103147506712446;0.159116752536812
23;39.73553967475891;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.6172227859497141;0.16234185911185173
24;40.88861799240112;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.153078317642212;0.16836691286621297
25;41.6735680103302;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.7849500179290771;0.1724684261634017
26;42.73543787002564;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.0618698596954417;0.17801689835901385
27;46.58334827423096;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.847910404205315;0.19812296285835226
28;46.85166573524475;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.26831746101379395;0.19952497267946093
29;47.472750425338745;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.6210846900939941;0.20277025843895627
30;47.6634738445282;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.19072341918945312;0.2037668246177235
31;47.90868520736694;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.24521136283874512;0.2050481006764951
32;48.28518080711365;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.3764955997467041;0.2070153618694666
33;49.12913703918457;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8439562320709229;0.21142519387025638
34;49.70842742919922;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5792903900146484;0.21445209645425428
35;49.7754180431366;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.06699061393737793;0.21480213516700683
36;50.54830622673035;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.77288818359375;0.21884062308323515
37;52.40373730659485;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.855431079864502;0.22853560374730217
38;55.07545566558838;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.6717183589935303;0.24249584086490328
39;59.704957485198975;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;4.629501819610596;0.2666858693237698
40;60.11240768432617;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.40745019912719727;0.26881487419222166
41;62.112886905670166;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.000479221343994;0.27926775901250517
42;62.6038453578949;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.49095845222473145;0.2818331104032594
43;63.5025486946106;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8987033367157053;0.286529006449599
44;64.56594204902649;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.0633933544158864;0.29208543919519697
45;65.07627272605896;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5103306770324707;0.2947520141490192
46;66.69054126739502;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.6142685413360596;0.30318687463222704
47;67.38118481636047;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.6906435489654541;0.3067956186732462
48;67.85215926170349;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.4709744453430176;0.30925654982311335
49;69.6588625907898;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.8067033290863037;0.318696918711661
50;70.14959907531738;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.4907364845275879;0.3212611102789353
51;70.46264266967773;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.31304359436035156;0.32289682266258
52;70.80495071411133;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.34230804443359375;0.3246854473697724
53;70.97647976875305;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.17152905464172363;0.3255817193391945
54;71.45069932937622;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.47421956062316895;0.3280596068342664
55;72.27785778045654;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8271584510803223;0.3323816672311037
56;72.94740343093872;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.6695456504821777;0.335880170735534
57;75.06717348098755;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.119770050048828;0.34695637284862596
58;75.38375902175903;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.3165855407714844;0.34861059257665106
59;76.92492485046387;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.541165828704834;0.356663477467695
60;77.03795599937439;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.11303114891052246;0.3572540867417429
61;77.36608099937439;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.328125;0.3589686023413357
62;77.49204063415527;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.1259596347808838;0.359626765415624
63;78.53205585479736;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.0400152206420898;0.36506104296108627
64;79.77563619613647;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.2435803413391113;0.3715589870207368
65;80.0645501613617;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.2889139652252197;0.373068617497899
67;80.62216353416443;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5576133728027344;0.37598225353968745
66;80.65992426872253;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.03776073455810547;0.3761795605673506
68;80.9309389591217;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.2710146903991699;0.37759566392554694
69;82.25410962104797;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.3231706619262695;0.3845094825641637
70;82.54194903373718;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.287839412689209;0.38601349829973175
71;86.34632849693298;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.804379463195801;0.4058921053440583
72;88.17205429077148;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.825725793838501;0.4154318702327899
73;88.33478236198425;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.16272807121276855;0.4162821553880994
74;88.8461263179779;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5113439559936523;0.41895402491742084
75;91.69478678703308;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.848660469055176;0.4338388182496522
76;91.72651529312134;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.031728506088256836;0.4340046057350315
77;91.89486336708067;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.16834807395933638;0.43488425647473344
78;93.34647941589355;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.4516160488128804;0.44246922671567496
79;93.61305236816406;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.2665729522705078;0.44386212114644763
80;93.8994526863098;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.28640031814573774;0.44535861733902427
81;96.85368132591248;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;2.9542286396026753;0.460795024462415
82;96.96417593955994;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.11049461364746094;0.4613723798567603
83;97.69864153862;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.7344655990600586;0.46521010245318767
84;97.74836897850037;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.049727439880371094;0.46546993779460544
85;99.42503476142883;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.6766657829284668;0.47423083574549096
86;99.81106448173524;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.3860297203064107;0.47624791453367166
87;100.35629272460938;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5452282428741313;0.4790968359134698
88;100.93898510932922;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.5826923847198486;0.48214151456753795
90;101.97531652450562;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.0363314151763916;0.48755654352804995
89;102.04130220413208;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.06598567962646484;0.4879013312676897
91;102.70925951004028;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.6679573059082031;0.4913915353693022
92;104.6971833705902;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;1.9879238605499125;0.5017788160389115
93;108.9822928905487;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;4.28510951995851;0.5241693291602294
94;109.80871987342834;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.8264269828796387;0.5284875674964474
95;112.83114528656006;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;3.022425413131714;0.5442803157461085
96;113.27305436134338;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.4419090747833252;0.5465893748007907
97;119.01940774917604;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;5.746353387832656;0.5766151653507701
98;119.19343543052672;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;0.17402768135067959;0.5775244931204819
99;200.0470454692841;openai/gpt-oss-120b;;RTX-PRO-6000-ADA;80.85361003875737;1.0
0;1.2089238166809082;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.0;0.0
1;1.8107385635375977;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.6018147468566895;0.005651226506904294
3;2.0127508640289307;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.202012300491333;0.007548184454877594
2;2.076012372970581;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.06326150894165039;0.008142229579336717
4;2.3453516960144043;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.26933932304382324;0.01067140908131288
6;2.628415584564209;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.2830638885498047;0.013329466495949458
5;2.658623456954956;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.03020787239074707;0.013613127755603542
7;2.8741214275360107;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.2154979705810547;0.015636720314430853
8;3.1459860801696777;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.271864652633667;0.018189613441889498
9;3.253903150558472;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.10791707038879439;0.01920298809233461
10;3.359121084213257;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.10521793365478471;0.020191017014485984
11;3.861744165420532;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.502623081207275;0.024910803118658766
12;4.054145336151123;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.19240117073059126;0.02671750958717117
13;4.163732290267944;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.10958695411682129;0.027746564962019535
14;4.225150108337402;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.06141781806945801;0.028323297259264153
15;4.428900718688965;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.2037506103515625;0.030236578474174082
16;4.429568767547607;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.0006680488586425781;0.03024285165946505
18;4.432838201522827;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.0032694339752197266;0.030273552655144927
17;4.458325386047363;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.025487184524536133;0.03051288519646884
20;4.561398506164551;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.1030731201171875;0.03148077365649405
19;4.570173501968384;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.008774995803833008;0.03156317357963253
22;4.607281684875488;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.03710818290710449;0.03191163088807004
24;4.734987020492554;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.12770533561706543;0.033110823465988246
21;4.74543309211731;mistralai/Mistral-7B-Instruct-v0.3;;RTX-PRO-6000-ADA;0.01044607162475586;0.03320891530765078
