position;time;model;response
32;6.272221565246582;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)"
33;6.292834520339966;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)"
34;6.051463842391968;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)"
35;6.143873453140259;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)"
36;5.8439435958862305;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)"
37;6.131615161895752;openai/gpt-oss-20b;"Um die Gleichung  

\[
3x + 5 = 20
\]

zu lösen, führen wir die folgenden Schritte durch:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:**  
\[
\boxed{x = 5}
\]"
38;7.260437965393066;openai/gpt-oss-20b;おはようございます。良い一日をお過ごしください！
39;6.771462917327881;openai/gpt-oss-20b;おはようございます。良い一日をお過ごしください！
40;6.854129791259766;openai/gpt-oss-20b;おはようございます。良い一日をお過ごしください！
41;6.9940025806427;openai/gpt-oss-20b;„Wissen ist Macht“ ist bereits Deutsch – die englische Übersetzung lautet: **„Knowledge is power.“**
42;6.9014976024627686;openai/gpt-oss-20b;„Wissen ist Macht“ ist bereits Deutsch – die englische Übersetzung lautet: **„Knowledge is power.“**
43;7.089828252792358;openai/gpt-oss-20b;„Wissen ist Macht“ ist bereits Deutsch – die englische Entsprechung lautet **„Knowledge is power.“**
44;7.169521808624268;openai/gpt-oss-20b;"Hier ist die einfachste Möglichkeit, alle Zeilen aus der Tabelle **`users`** auszuwählen:

```sql
SELECT *
FROM users;
```

**Erläuterung:**

- `SELECT *` – wählt alle Spalten der Zeilen aus.
- `FROM users` – gibt die Tabelle an, aus der die Daten gelesen werden.
- Der abschließende Semikolon (`;`) ist optional, aber in vielen SQL‑Clients und Skripten üblich.

Falls du nur bestimmte Spalten brauchst, kannst du `*` durch die Spaltennamen ersetzen, z. B.:

```sql
SELECT id, name, email
FROM users;
```

Damit hast du die Grundstruktur einer SELECT‑Anweisung, die alle Zeilen einer Tabelle zurückliefert."
45;7.333255767822266;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)

Du kannst die Lösung überprüfen, indem du \(x = 5\) in die ursprüngliche Gleichung einsetzt:

\[
3(5) + 5 = 15 + 5 = 20
\]

Das stimmt, also ist die Lösung korrekt."
46;7.12420392036438;openai/gpt-oss-20b;"Um die Gleichung \(3x + 5 = 20\) zu lösen, folge diesen Schritten:

1. **Subtrahiere 5 von beiden Seiten**  
   \[
   3x + 5 - 5 = 20 - 5 \;\;\Longrightarrow\;\; 3x = 15
   \]

2. **Teile beide Seiten durch 3**  
   \[
   \frac{3x}{3} = \frac{15}{3} \;\;\Longrightarrow\;\; x = 5
   \]

**Lösung:** \(x = 5\)

Du kannst die Lösung überprüfen, indem du \(x = 5\) in die ursprüngliche Gleichung einsetzt:

\[
3(5) + 5 = 15 + 5 = 20
\]

Das stimmt, also ist die Lösung korrekt."
47;7.3706817626953125;openai/gpt-oss-20b;"**日本語訳**  
おはようございます、良い一日を！  

（より丁寧に言う場合は）  
おはようございます、良い一日をお過ごしください！"
48;7.421018600463867;openai/gpt-oss-20b;"**日本語訳**  
おはようございます、良い一日を！  

（より丁寧にしたい場合は）  
おはようございます、良い一日をお過ごしください！"
49;7.273681879043579;openai/gpt-oss-20b;"„Wissen ist Macht“ ist bereits Deutsch.  
Die englische Übersetzung lautet: **“Knowledge is power.”**"
50;7.791547060012817;openai/gpt-oss-20b;"Der Zug fährt mit einer konstanten Geschwindigkeit von  

\[
v = 60\ \text{km/h}
\]

Die benötigte Zeit \(t\) für eine Strecke \(s\) ergibt sich aus

\[
t = \frac{s}{v}
\]

Setzen wir \(s = 150\ \text{km}\) ein:

\[
t = \frac{150\ \text{km}}{60\ \text{km/h}} = 2,5\ \text{h}
\]

Das entspricht

\[
2,5\ \text{h} = 2\ \text{Stunden} + 0,5\ \text{Stunde} = 2\ \text{Stunden} + 30\ \text{Minuten}
\]

**Antwort:** Der Zug braucht für 150 km **2 Stunden und 30 Minuten**."
51;7.963728904724121;openai/gpt-oss-20b;"Der Zug fährt mit einer konstanten Geschwindigkeit von  

\[
v = 60\ \text{km/h}
\]

Die benötigte Zeit \(t\) für eine Strecke \(s\) ergibt sich aus

\[
t = \frac{s}{v}
\]

Setzen wir \(s = 150\ \text{km}\) ein:

\[
t = \frac{150\ \text{km}}{60\ \text{km/h}} = 2,5\ \text{h}
\]

Das entspricht

\[
2,5\ \text{h} = 2\ \text{Stunden} + 0,5\ \text{Stunde} = 2\ \text{Stunden} + 30\ \text{Minuten}
\]

**Antwort:** Der Zug braucht für 150 km **2 Stunden und 30 Minuten**."
52;7.686939477920532;openai/gpt-oss-20b;"Hier ist die einfachste Möglichkeit, **alle** Zeilen aus der Tabelle `users` abzurufen:

```sql
SELECT *
FROM users;
```

- `SELECT *` bedeutet: „Alle Spalten auswählen“.
- `FROM users` gibt an, aus welcher Tabelle die Daten kommen.
- Der abschließende Semikolon (`;`) ist optional, aber in vielen SQL‑Clients üblich.

Falls du nur bestimmte Spalten brauchst, kannst du die `*` durch eine Liste von Spaltennamen ersetzen, z. B.:

```sql
SELECT id, username, email
FROM users;
```

Damit bekommst du nur die Spalten `id`, `username` und `email` zurück."
53;7.949857473373413;openai/gpt-oss-20b;"Der Zug fährt mit einer konstanten Geschwindigkeit von  

\[
v = 60\ \text{km/h}
\]

Die benötigte Zeit \(t\) für eine Strecke \(s\) ergibt sich aus

\[
t = \frac{s}{v}
\]

Setzen wir \(s = 150\ \text{km}\) ein:

\[
t = \frac{150\ \text{km}}{60\ \text{km/h}} = 2,5\ \text{h}
\]

Das entspricht

\[
2,5\ \text{h} = 2\ \text{Stunden} + 0,5\ \text{Stunde} = 2\ \text{Stunden} + 30\ \text{Minuten}
\]

**Antwort:** Der Zug braucht für 150 km **2 Stunden und 30 Minuten**."
54;7.926868677139282;openai/gpt-oss-20b;"Der Zug fährt mit einer konstanten Geschwindigkeit von  

\[
v = 60\ \text{km/h}
\]

Die benötigte Zeit \(t\) für eine Strecke \(s\) ergibt sich aus

\[
t = \frac{s}{v}
\]

Setzen wir \(s = 150\ \text{km}\) ein:

\[
t = \frac{150\ \text{km}}{60\ \text{km/h}} = 2,5\ \text{h}
\]

Das entspricht

\[
2,5\ \text{h} = 2\ \text{Stunden} + 0,5\ \text{Stunde} = 2\ \text{Stunden} + 30\ \text{Minuten}
\]

**Antwort:** Der Zug braucht für 150 km **2 Stunden und 30 Minuten**."
55;7.519146203994751;openai/gpt-oss-20b;"Der Zug fährt mit einer konstanten Geschwindigkeit von  

\[
v = 60\ \text{km/h}
\]

Die benötigte Zeit \(t\) für eine Strecke \(s\) ergibt sich aus

\[
t = \frac{s}{v}
\]

Setzen wir \(s = 150\ \text{km}\) ein:

\[
t = \frac{150\ \text{km}}{60\ \text{km/h}} = 2,5\ \text{h}
\]

Das entspricht

\[
2,5\ \text{h} = 2\ \text{Stunden} + 0,5\ \text{Stunde} = 2\ \text{Stunden} + 30\ \text{Minuten}
\]

**Antwort:** Der Zug braucht für 150 km **2 Stunden und 30 Minuten**."
56;7.75771951675415;openai/gpt-oss-20b;"Hier ist die einfachste Möglichkeit, alle Zeilen aus der Tabelle **`users`** auszuwählen:

```sql
SELECT *
FROM users;
```

**Erläuterung:**

- `SELECT *` – wählt alle Spalten der Tabelle aus.
- `FROM users` – gibt an, aus welcher Tabelle die Daten stammen.
- Der abschließende Semikolon (`;`) ist optional, aber üblich, um das Ende der Anweisung zu kennzeichnen.

Falls du nur bestimmte Spalten oder zusätzliche Bedingungen brauchst, kannst du die Abfrage entsprechend anpassen, z. B.:

```sql
SELECT id, name, email
FROM users
WHERE active = 1
ORDER BY created_at DESC;
```

Aber für die reine Auswahl aller Zeilen reicht die erste Abfrage."
57;7.604009628295898;openai/gpt-oss-20b;"Hier ist die einfachste Möglichkeit, alle Zeilen aus der Tabelle **`users`** auszuwählen:

```sql
SELECT *
FROM users;
```

**Kurze Erläuterung:**

- `SELECT *` – wählt alle Spalten der Tabelle aus.
- `FROM users` – gibt an, aus welcher Tabelle die Daten kommen.
- Der abschließende Semikolon (`;`) ist optional, aber üblich, um das Ende der Anweisung zu kennzeichnen.

Falls du nur bestimmte Spalten oder zusätzliche Bedingungen brauchst, kannst du die Abfrage entsprechend anpassen, z. B.:

```sql
SELECT id, name, email
FROM users
WHERE active = 1
ORDER BY created_at DESC;
```

Aber für die reine Auswahl aller Zeilen reicht die erste Variante."
58;8.347606658935547;openai/gpt-oss-20b;おはようございます、良い一日をお過ごしください！
59;8.579790592193604;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in 'liste' zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
60;8.409364700317383;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in `liste` zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurz erklärt:**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Für eine leere Liste wird `None` zurückgegeben, damit ein Fehler vermieden wird."
61;8.437646627426147;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in 'liste' zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
62;8.307321071624756;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in `liste` zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
63;8.3250412940979;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in `liste` zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
64;8.285025596618652;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in 'liste' zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
65;8.694098711013794;openai/gpt-oss-20b;"Hier ein kurzes, robustes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in `liste` zurück.
    Für eine leere Liste wird ein ValueError ausgelöst.
    """"""
    if not liste:                     # leere Liste
        raise ValueError(""Die Liste darf nicht leer sein."")
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen):.2f}"")   # Ausgabe: 30.00
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division `sum / len` ergibt den Durchschnitt.
* Der `if not liste`‑Block verhindert einen `ZeroDivisionError` bei einer leeren Liste und gibt stattdessen eine verständliche Fehlermeldung zurück."
66;8.11885142326355;openai/gpt-oss-20b;"Hier ein kurzes, selbst‑enthaltendes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet – inklusive einer leeren‑Liste‑Prüfung:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in 'liste' zurück.
    Bei einer leeren Liste wird None zurückgegeben.
    """"""
    if not liste:          # leere Liste
        return None
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen)}"")   # Ausgabe: 30.0
```

**Kurze Erläuterung**

* `sum(liste)` addiert alle Elemente.
* `len(liste)` liefert die Anzahl der Elemente.
* Division der Summe durch die Anzahl ergibt den Durchschnitt.
* Die leere‑Liste‑Prüfung verhindert einen `ZeroDivisionError`."
67;9.306673288345337;openai/gpt-oss-20b;"**Japanische Übersetzung:**

> おはようございます、良い一日をお過ごしください！

*(oder etwas kürzer: おはようございます、良い一日を！)*

> **Erklärung**  
> *おはようございます* = „Guten Morgen“ (höflich).  
> *良い一日をお過ごしください* = „Einen schönen Tag (haben)“.  
> Die Formulierung ist höflich und eignet sich gut für formelle oder freundliche Grüße."
68;9.752234935760498;openai/gpt-oss-20b;"Hier ein kurzes, robustes Python‑Snippet, das den Durchschnitt einer beliebigen Zahlenliste berechnet:

```python
def durchschnitt(liste):
    """"""
    Gibt den arithmetischen Mittelwert der Elemente in `liste` zurück.
    Für eine leere Liste wird ein ValueError ausgelöst.
    """"""
    if not liste:                     # leere Liste
        raise ValueError(""Die Liste darf nicht leer sein."")
    return sum(liste) / len(liste)

# Beispiel
zahlen = [10, 20, 30, 40, 50]
print(f""Durchschnitt: {durchschnitt(zahlen):.2f}"")   # Ausgabe: 30.00
```

**Was passiert hier?**

1. **Leere Liste prüfen** – Wir werfen einen `ValueError`, damit der Aufrufer weiß, dass ein Durchschnitt ohne Daten nicht definiert ist.
2. **Summe und Länge** – `sum(liste)` addiert alle Elemente, `len(liste)` liefert die Anzahl.
3. **Division** – Das Ergebnis ist der arithmetische Mittelwert.

Falls du lieber eine Funktion ohne Fehler werfen möchtest, kannst du einfach `0` oder `None` zurückgeben, wenn die Liste leer ist."
69;9.902625322341919;openai/gpt-oss-20b;"**Betreff:** Entschuldigung für die Verzögerung – Ihre Bestellung (oder Ihr Projekt)  

Sehr geehrte/r Frau [Name] / Herr [Name],

ich möchte mich aufrichtig bei Ihnen für die entstandene Verzögerung entschuldigen. Wir haben festgestellt, dass [kurze, aber ehrliche Begründung, z. B. „unvorhergesehene Lieferschwierigkeiten bei unserem Zulieferer“ oder „ein technisches Problem in unserem Produktionsprozess“] zu einer Verzögerung bei der Bearbeitung Ihrer Bestellung geführt hat.

Bitte seien Sie versichert, dass wir bereits alle notwendigen Schritte eingeleitet haben, um die Situation so schnell wie möglich zu beheben. Wir rechnen damit, dass die Lieferung/der Abschluss des Projekts bis spätestens [neues voraussichtliches Datum] bei Ihnen eintreffen wird.  

Wir schätzen Ihr Verständnis und Ihre Geduld sehr. Als kleines Zeichen unseres Dankes erhalten Sie bei der nächsten Bestellung einen Rabatt von 10 % (Gutschein-Code: **DANK10**).  

Sollten Sie weitere Fragen haben oder zusätzliche Informationen benötigen, zögern Sie bitte nicht, mich direkt unter [Telefonnummer] oder per E‑Mail zu kontaktieren.  

Nochmals vielen Dank für Ihr Vertrauen in unser Unternehmen. Wir freuen uns darauf, Sie weiterhin zufriedenstellen zu dürfen.

Mit freundlichen Grüßen,

[Ihr Vorname] [Ihr Nachname]  
[Ihre Position]  
[Name des Unternehmens]  
[Telefon] | [E‑Mail] | [Webseite]"
70;9.939034461975098;openai/gpt-oss-20b;"„Wissen ist Macht“ ist bereits Deutsch.  
Die englische Übersetzung lautet: **“Knowledge is power.”**"
